"gene_id","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047","SRR1177963","SRR1177964","SRR1177965"
"NM_001008287","37","82","60","61","104","129","74","71","57"
"NM_138883","2845","3232","3142","3874","4275","4085","3791","3822","3159"
"NM_053715","16","7","14","9","10","6","4","10","13"
"NM_012973","0","0","0","0","0","0","0","0","0"
"NM_001017483","0","0","0","0","0","0","0","0","0"
"NM_133603","0","4","6","0","0","0","6","3","4"
"NM_001131000","73","101","71","112","168","197","76","114","109"
"NM_153724","6775","10661","4882","8537","5446","11692","1651","1911","1060"
"NM_176078","0","0","4","0","0","0","2","0","0"
"NR_032753","7","3","5","6","6","6","1","8","4"
"NM_001108314","0","0","0","0","0","0","0","0","0"
"NM_019170","44","53","33","189","295","263","208","257","269"
"NM_001113747","287","278","322","570","733","865","390","352","432"
"NM_001107110","22","15","20","10","15","22","28","4","4"
"NM_001024741","14","8","17","26","39","73","31","14","8"
"NM_001013429","397","432","402","201","294","190","184","198","152"
"NM_001105892","4","6","4","4","10","6","4","4","4"
"NM_001108315","67","131","85","87","111","85","111","132","108"
"NM_001099758","275","359","276","227","189","228","271","309","218"
"NM_012791","1059","963","831","1017","1164","1402","987","829","748"
"NM_013192","0","0","0","0","0","2","0","0","0"
"NM_133321","35","22","13","4","10","8","4","2","9"
"NM_133397","133","200","188","131","113","165","153","106","113"
"NM_001107107","1134","990","941","1485","2262","3586","1255","1153","1163"
"NM_001105891","744","974","909","984","941","1078","1186","1062","1004"
"NR_106696","0","0","0","0","0","0","0","0","0"
"NM_001013184","1387","1452","1322","3293","3978","4673","1801","2127","1749"
"NM_001017484","0","0","4","4","6","0","0","0","0"
"NM_199373","232","306","212","288","478","471","249","276","214"
"NM_001127682","4","4","4","12","18","35","8","0","8"
"NR_106697","0","0","0","0","0","0","0","0","0"
"NM_001105887","6","10","10","6","12","10","0","10","12"
"NM_001271062","0","0","0","0","0","0","0","0","0"
"NM_001271061","0","0","0","0","0","0","0","0","0"
"NM_001271060","0","0","0","0","0","0","0","0","0"
"NM_001271059","0","0","0","0","0","0","0","0","0"
"NM_001271058","0","0","0","0","0","0","0","0","0"
"NM_173096","0","0","0","0","0","1","0","0","0"
"NM_130424","166","172","113","282","401","388","104","112","73"
"NM_134350","879","1015","818","283","699","3797","265","109","407"
"NM_001107103","402","588","475","364","391","418","846","655","671"
"NM_001107105","395","418","448","577","567","1028","373","550","398"
"NM_001108842","86","119","80","66","151","199","130","103","110"
"NM_153309","176","217","228","191","351","407","311","304","336"
"NM_001001099","0","0","0","0","0","0","4","6","0"
"NM_001001100","0","0","0","0","0","0","0","0","0"
"NM_001001101","0","0","0","0","0","0","0","0","0"
"NM_001001103","0","0","0","0","0","0","0","0","0"
"NM_001000496","0","0","0","0","0","0","0","0","0"
"NM_001000945","0","0","0","0","0","0","0","0","0"
"NM_001001353","0","0","0","0","0","0","0","0","0"
"NM_001001352","0","0","0","0","0","0","0","0","0"
"NM_001000530","0","0","0","0","0","0","0","0","0"
"NM_001000729","0","0","0","0","0","0","0","0","0"
"NM_001001383","0","0","0","0","0","0","0","0","0"
"NM_001000728","0","0","0","0","0","0","0","0","0"
"NM_001000531","0","0","0","0","0","0","0","0","0"
"NM_001001104","0","0","0","0","0","0","0","0","0"
"NM_001001106","0","0","0","0","0","0","0","0","0"
"NM_001001107","0","0","0","0","0","0","0","0","0"
"NM_001001108","0","0","0","0","0","0","0","0","0"
"NM_001001105","0","0","0","0","0","0","0","0","0"
"NM_001000052","0","0","0","0","0","0","0","0","0"
"NM_001000727","0","0","0","0","0","0","0","0","0"
"NM_001000051","0","0","0","0","0","0","0","0","0"
"NM_001000726","0","0","0","0","0","0","0","0","0"
"NM_001000050","0","0","0","0","0","0","0","0","0"
"NM_001000725","0","0","0","0","0","0","0","0","0"
"NM_001000049","0","0","0","0","0","0","0","0","0"
"NM_001001009","0","0","0","0","0","0","0","0","0"
"NM_001000048","0","0","0","0","0","0","0","0","0"
"NM_001000047","0","0","0","0","0","0","0","0","0"
"NM_001000046","0","0","0","0","0","0","0","0","0"
"NM_001000045","0","0","0","0","0","0","0","0","0"
"NM_001105890","0","4","0","0","0","0","2","0","0"
"NM_001006955","665","733","781","997","1149","1355","790","774","773"
"NM_001037095","2186","2432","2507","2850","2537","2891","2105","2054","2082"
"NM_207602","2582","2973","2845","2700","1524","2188","2642","3336","2792"
"NM_130419","69","80","66","76","72","162","31","28","48"
"NM_001105889","0","4","2","2","0","0","0","0","0"
"NM_001034126","7734","8454","6919","4882","4363","3771","7371","7503","5772"
"NM_212519","763","855","715","1012","1841","1621","1083","998","1018"
"NM_001107098","0","6","6","2","2","4","4","0","2"
"NM_001012144","1515","1697","1499","2071","2675","2778","1204","1396","1088"
"NM_001047846","562","615","586","663","719","922","653","631","514"
"NM_001008337","398","356","392","578","675","687","516","683","589"
"NR_132626","61","92","65","70","77","76","68","67","64"
"NM_001107096","59","52","71","47","83","91","60","59","38"
"NM_022515","2575","2568","2347","2747","5248","5478","3384","3477","3647"
"NM_001107095","255","256","244","196","258","313","204","217","268"
"NM_001329881","24","40","26","24","50","76","46","42","36"
"NM_019195","1296","1337","1535","1620","1878","2365","2487","1995","1707"
"NM_181625","4","2","6","2","2","0","2","5","4"
"NM_053333","0","0","0","0","0","0","0","0","0"
"NM_001037981","2","2","2","2","2","2","0","0","0"
"NM_001024281","0","0","0","0","0","0","0","0","0"
"NM_001105883","1009","1214","984","670","575","658","504","512","414"
"NM_001134481","158","188","162","390","514","889","363","460","302"
"NM_001035236","0","0","0","0","0","0","0","0","0"
"NM_031676","0","0","0","0","0","0","0","0","0"
"NM_001123352","100","97","105","70","88","117","98","95","83"
"NM_031518","16","24","20","20","20","30","118","125","116"
"NM_213630","11","17","9","2","13","9","3","6","14"
"NM_134394","940","1094","994","1084","1308","1331","770","839","744"
"NM_022543","2568","2427","2714","1386","987","1408","1429","1603","1469"
"NM_001191927","92","144","135","99","115","156","109","101","95"
"NM_023953","94","104","85","64","62","65","32","29","40"
"NM_001025015","107","84","81","135","230","188","144","126","112"
"NM_001009678","132","97","96","190","241","309","221","187","174"
"NM_001008285","143","256","158","143","189","146","288","310","355"
"NM_001309804","0","0","0","0","0","0","0","0","0"
"NM_001108318","1159","1526","1158","1154","1693","1479","1275","1421","1242"
"NM_001105881","359","365","281","391","569","461","448","485","505"
"NM_001191826","750","1121","631","878","789","556","401","312","381"
"NM_213627","321","539","209","76","130","152","217","161","149"
"NM_001305153","95","81","96","142","198","185","155","180","133"
"NR_032745","62","70","56","51","71","96","76","60","39"
"NM_001047922","0","0","0","0","0","0","0","0","0"
"NM_001024253","6","0","0","6","8","12","4","0","10"
"NM_001012018","8","6","14","6","10","8","18","12","6"
"NM_001100652","434","371","459","560","531","813","343","330","314"
"NM_012926","1","6","0","4","4","8","2","2","0"
"NM_183325","256","252","209","218","356","303","253","273","212"
"NM_001007676","291","351","340","333","411","363","405","335","266"
"NM_138882","133","85","65","58","119","168","49","36","38"
"NM_199113","63","48","48","127","24","116","8","8","1"
"NM_053540","397","400","375","702","895","937","515","599","511"
"NM_052980","2270","3686","3794","1846","2852","1671","4379","4081","4054"
"NM_153295","0","0","0","0","4","2","0","0","0"
"NM_001195558","173","201","149","156","253","243","165","166","179"
"NM_024369","671","692","748","622","480","700","386","498","475"
"NM_001037338","535","654","585","447","588","648","584","592","521"
"NM_001100556","253","173","174","216","283","442","251","198","186"
"NM_001108319","405","433","401","437","703","583","395","385","312"
"NM_001011898","239","226","242","225","151","396","156","101","171"
"NM_001107092","122","94","141","64","108","122","172","211","180"
"NM_031672","4","0","8","2","8","2","4","2","4"
"NM_001127536","32","12","2","4","4","6","24","26","10"
"NM_001105877","0","0","0","0","0","0","0","0","0"
"NM_001309638","0","0","0","0","0","0","0","0","0"
"NM_016996","2","6","0","0","0","0","3","0","2"
"NM_020081","42","50","33","36","18","50","31","22","26"
"NM_001004129","0","0","0","0","0","0","0","0","0"
"NM_001009177","0","0","0","0","0","0","0","0","0"
"NM_001105875","403","349","346","446","647","665","398","442","430"
"NM_001029903","1311","1893","1366","1438","1333","1453","1045","1219","854"
"NM_001024766","81","99","58","59","103","112","57","67","71"
"NM_001105876","0","0","0","0","0","0","0","0","0"
"NM_001109053","2234","2067","1987","1638","1488","2219","1478","1454","1569"
"NM_001103351","2158","2532","2376","1906","2144","3116","1439","1236","1545"
"NM_134419","115","114","106","188","273","324","216","195","137"
"NM_001191659","3337","4782","2632","3182","2482","5251","2017","1480","1559"
"NM_001014125","2065","1799","264","1444","1161","892","598","352","292"
"NM_057147","356","435","440","394","437","398","252","379","232"
"NM_001025628","10","9","9","36","32","57","0","0","0"
"NM_001025402","817","676","661","1774","2578","2745","1351","1476","1130"
"NM_001107090","1660","2690","1880","1417","1488","1310","1793","1394","1455"
"NM_001014230","201","219","146","94","35","50","72","78","64"
"NM_021264","11","10","6","7","26","24","13","12","9"
"NM_001108843","16","24","5","23","70","76","47","18","20"
"NM_001047899","1599","1875","1539","1398","1695","1658","1799","1817","1625"
"NM_001107089","2","2","0","2","0","0","2","0","0"
"NM_001008336","208","260","296","249","477","433","297","257","257"
"NM_001039259","0","0","0","0","0","2","0","0","0"
"NM_001105873","1","0","0","6","9","10","3","0","0"
"NM_078622","413","608","583","579","941","812","811","846","748"
"NM_001109054","42","39","31","30","45","62","68","37","35"
"NM_001127597","276","278","228","175","310","255","188","226","280"
"NM_001109055","103","127","103","98","154","185","132","126","104"
"NM_001024995","277","255","299","240","210","398","147","144","149"
"NM_138865","396","442","420","430","414","572","322","382","380"
"NM_053306","605","619","573","756","882","1017","710","649","507"
"NM_001105872","0","2","0","0","0","0","0","0","1"
"NR_110714","0","0","0","0","0","0","0","0","0"
"NM_053995","12472","13920","11641","3772","1210","1744","9810","13799","10271"
"NM_138823","914","1120","897","981","1174","1131","1091","1010","795"
"NM_001013421","414","374","362","501","643","810","506","451","448"
"NM_001039002","121","157","142","147","177","229","105","137","62"
"NM_012795","23","17","9","15","11","16","2","6","2"
"NM_001109369","74","72","58","29","80","42","64","70","71"
"NM_145083","6","0","0","0","2","2","2","0","0"
"NM_001107085","4576","3945","3628","2338","2989","2254","2537","2060","2364"
"NM_024360","324","226","315","230","357","509","715","517","661"
"NM_001105871","64","12","22","22","4","6","0","12","2"
"NM_182736","338","317","223","280","241","353","249","286","269"
"NM_207612","0","0","0","0","2","0","0","0","0"
"NM_198133","0","0","0","0","0","0","0","0","0"
"NM_131905","0","0","0","0","0","0","0","0","0"
"NM_031699","1456","2132","2000","576","278","544","1444","1485","1672"
"NR_132630","84","156","79","51","76","28","23","61","67"
"NM_001107084","486","590","1993","176","188","77","81","130","449"
"NM_012659","0","0","0","0","0","0","0","0","0"
"NM_001107083","0","0","0","0","0","0","0","0","0"
"NM_001108321","314","1313","713","280","477","729","124","153","288"
"NM_001105870","0","0","0","0","0","0","0","0","0"
"NM_001113344","4364","4989","4110","4288","6409","4146","1947","2293","2377"
"NM_147205","14","19","7","5","20","5","5","21","6"
"NM_144744","0","0","0","0","4","0","0","0","0"
"NM_001105869","112","124","124","140","184","282","160","102","103"
"NM_001009628","11670","8657","8240","4075","4996","4983","3232","3406","5909"
"NM_012696","22624","21340","19157","8278","15674","10308","7951","12404","22297"
"NM_012741","0","0","0","0","0","0","0","0","0"
"NM_001102418","23","27","21","281","55","32","7","15","20"
"NM_012898","359141","453982","316314","149347","109232","117385","146481","163184","104906"
"NM_133428","19172","15020","23457","12110","2783","9058","10549","4322","3120"
"NM_001329900","581","4016","1413","1423","2240","831","635","2734","2038"
"NM_001309522","167","206","145","166","95","128","108","100","74"
"NM_053348","441","469","408","599","74","118","108","102","66"
"NM_001109553","7","4","10","2","8","2","3","4","11"
"NM_001015021","2137","2252","2306","2658","3288","3833","1556","1716","1571"
"NM_001012016","471","423","397","403","579","424","337","354","395"
"NM_057119","1697","1713","1578","1478","2404","2470","1787","1750","1573"
"NM_023989","345","343","375","373","454","510","371","381","349"
"NM_133606","7718","8182","9106","10958","5867","3991","667599","740087","587367"
"NM_001105868","24","18","12","9","8","26","20","8","10"
"NM_001134789","131","130","130","111","142","176","170","163","102"
"NM_057134","723","836","772","780","991","806","639","547","674"
"NM_031133","379","381","322","291","389","390","425","346","284"
"NM_017137","667","781","739","418","438","419","412","310","294"
"NR_024535","0","0","0","0","0","0","0","0","0"
"NM_001142363","14","9","11","33","23","39","8","19","15"
"NM_021678","12","12","19","6","14","17","4","6","4"
"NR_032740","0","0","0","2","0","0","0","0","0"
"NM_001134535","6","9","6","18","5","10","10","8","9"
"NM_001031639","4543","5022","4754","7163","8189","8388","6544","7072","6553"
"NM_001002815","2","4","2","4","2","4","4","2","0"
"NM_138866","1087","1208","1093","1544","1745","1860","1106","1268","1142"
"NM_053837","2736","3036","2547","3767","4320","4669","2733","3007","2570"
"NM_001107081","449","486","447","394","517","532","366","373","345"
"NM_053924","307","362","369","260","259","490","187","188","178"
"NM_001108844","0","0","0","0","0","0","0","0","0"
"NM_001109057","647","729","692","991","1258","1426","931","738","761"
"NR_106695","0","0","0","0","0","0","0","0","0"
"NM_001012015","0","0","0","0","0","0","0","0","2"
"NM_053932","4","4","4","2","4","6","0","2","4"
